,location,total_sqft,bath,price,bhk
540,Banashankari Stage VI,4800.0,3.0,200.0,4
541,Banaswadi,1145.0,2.0,55.0,2
542,Banaswadi,1250.0,2.0,60.0,2
543,Banaswadi,1365.0,2.0,73.0,2
544,Banaswadi,1200.0,2.0,60.0,2
545,Banaswadi,1600.0,3.0,74.5,3
546,Banaswadi,1340.0,2.0,73.0,2
547,Banaswadi,1008.0,2.0,52.0,2
548,Banaswadi,1105.0,2.0,57.0,2
549,Banjara Layout,1200.0,2.0,70.0,2
550,Banjara Layout,1050.0,2.0,64.8,2
551,Banjara Layout,2500.0,4.0,140.0,3
552,Bannerghatta,1665.0,3.0,110.0,3
553,Bannerghatta,3791.0,2.0,246.0,4
554,Bannerghatta,1113.0,2.0,70.0,2
555,Bannerghatta,1776.0,3.0,124.0,3
556,Bannerghatta Road,1050.0,2.0,65.0,2
557,Bannerghatta Road,1170.0,2.0,66.0,3
558,Bannerghatta Road,595.0,1.0,33.32,1
559,Bannerghatta Road,1380.0,3.0,58.0,4
560,Bannerghatta Road,1460.0,2.0,90.0,3
561,Bannerghatta Road,1179.0,2.0,66.02,2
562,Bannerghatta Road,793.0,2.0,45.0,2
563,Bannerghatta Road,1400.0,2.0,78.0,2
564,Bannerghatta Road,2700.0,5.0,158.0,5
565,Bannerghatta Road,1215.0,2.0,50.0,2
566,Bannerghatta Road,1654.0,3.0,100.0,3
567,Bannerghatta Road,1181.0,2.0,55.0,2
568,Bannerghatta Road,1460.0,2.0,72.0,3
569,Bannerghatta Road,1200.0,2.0,75.0,2
570,Bannerghatta Road,595.0,1.0,31.83,1
571,Bannerghatta Road,1105.0,2.0,51.0,2
572,Bannerghatta Road,1255.0,2.0,65.26,2
573,Bannerghatta Road,1550.0,3.0,78.0,3
574,Bannerghatta Road,1550.0,3.0,82.0,3
575,Bannerghatta Road,1550.0,2.0,75.0,3
576,Bannerghatta Road,912.0,2.0,55.0,2
577,Bannerghatta Road,1218.0,2.0,73.0,2
578,Bannerghatta Road,1115.0,2.0,65.12,2
579,Bannerghatta Road,1893.0,3.0,100.0,3
580,Bannerghatta Road,1600.0,3.0,95.0,3
581,Bannerghatta Road,1275.0,2.0,65.0,2
582,Bannerghatta Road,892.0,2.0,39.0,2
583,Bannerghatta Road,1880.0,3.0,95.0,3
584,Bannerghatta Road,1260.0,2.0,70.0,2
585,Bannerghatta Road,1788.0,3.0,90.0,3
586,Bannerghatta Road,1150.0,2.0,65.0,2
587,Bannerghatta Road,10000.0,4.0,450.0,4
588,Bannerghatta Road,1400.0,3.0,68.0,3
589,Bannerghatta Road,1725.0,3.0,110.0,3
590,Bannerghatta Road,9000.0,4.0,390.0,3
591,Bannerghatta Road,1486.0,3.0,83.22,3
592,Bannerghatta Road,1460.0,2.0,75.0,3
593,Bannerghatta Road,1015.0,2.0,48.0,2
594,Bannerghatta Road,1115.0,2.0,61.0,2
595,Bannerghatta Road,1136.0,2.0,48.0,2
596,Bannerghatta Road,1200.0,2.0,69.0,3
597,Bannerghatta Road,1465.0,2.0,76.0,3
598,Bannerghatta Road,1200.0,2.0,65.0,2
599,Bannerghatta Road,1240.0,2.0,65.0,2
600,Bannerghatta Road,1100.0,2.0,52.0,3
601,Bannerghatta Road,1268.0,2.0,69.0,2
602,Bannerghatta Road,1450.0,2.0,87.0,3
603,Bannerghatta Road,1625.0,2.0,75.0,3
604,Bannerghatta Road,960.0,2.0,58.0,2
605,Bannerghatta Road,1275.0,2.0,73.0,2
606,Bannerghatta Road,1430.0,3.0,59.0,3
607,Bannerghatta Road,1240.0,2.0,71.0,2
608,Bannerghatta Road,1305.0,2.0,60.0,3
609,Bannerghatta Road,1215.0,2.0,68.0,2
610,Bannerghatta Road,1215.0,2.0,68.0,2
611,Bannerghatta Road,1894.0,3.0,115.0,3
612,Bannerghatta Road,1693.0,3.0,89.0,3
613,Bannerghatta Road,1280.0,2.0,60.16,2
614,Bannerghatta Road,3230.0,5.0,165.0,4
615,Bannerghatta Road,630.0,1.0,35.0,1
616,Bannerghatta Road,1215.0,2.0,68.0,2
617,Bannerghatta Road,1365.0,3.0,76.18,3
618,Bannerghatta Road,1655.0,3.0,90.0,3
619,Bannerghatta Road,1650.0,3.0,94.0,3
620,Bannerghatta Road,1000.0,2.0,50.0,2
621,Bannerghatta Road,2185.0,3.0,120.0,4
622,Bannerghatta Road,1012.0,2.0,45.0,2
623,Bannerghatta Road,1725.0,3.0,85.0,3
624,Bannerghatta Road,1460.0,2.0,80.0,3
625,Bannerghatta Road,1340.0,2.0,85.0,2
626,Bannerghatta Road,1520.0,2.0,81.0,3
627,Bannerghatta Road,2826.0,3.0,148.0,3
628,Bannerghatta Road,1115.0,2.0,61.0,2
629,Bannerghatta Road,1154.0,2.0,47.0,2
630,Bannerghatta Road,1000.0,2.0,44.5,2
631,Bannerghatta Road,1640.0,3.0,105.0,3
632,Bannerghatta Road,1012.0,2.0,44.0,2
633,Bannerghatta Road,1660.0,3.0,85.0,3
634,Bannerghatta Road,1880.0,3.0,96.5,3
635,Bannerghatta Road,1550.0,3.0,96.0,3
636,Bannerghatta Road,1453.0,2.0,73.0,3
637,Bannerghatta Road,1450.0,2.0,78.0,3
638,Bannerghatta Road,700.0,1.0,31.2,1
639,Bannerghatta Road,1630.0,3.0,68.0,3
640,Bannerghatta Road,1400.0,3.0,69.0,3
641,Bannerghatta Road,905.0,2.0,58.0,2
642,Bannerghatta Road,1465.0,2.0,75.0,3
643,Bannerghatta Road,1920.0,3.0,122.0,3
644,Bannerghatta Road,1660.0,3.0,80.0,3
645,Bannerghatta Road,1520.0,2.0,80.0,3
646,Bannerghatta Road,1270.0,2.0,73.0,3
647,Bannerghatta Road,3000.0,4.0,140.0,4
648,Bannerghatta Road,1655.0,3.0,95.0,3
649,Bannerghatta Road,1206.0,2.0,53.0,2
650,Bannerghatta Road,1150.0,2.0,55.0,2
651,Bannerghatta Road,1215.0,2.0,65.0,2
652,Bannerghatta Road,1470.0,2.0,85.0,3
653,Bannerghatta Road,970.0,2.0,57.0,2
654,Basavangudi,1500.0,2.0,143.0,3
655,Basavangudi,1850.0,3.0,168.0,3
656,Basavangudi,1036.0,2.0,105.0,2
657,Basavangudi,2600.0,4.0,260.0,4
658,Basavangudi,1600.0,2.0,160.0,3
659,Basavangudi,1560.0,2.0,145.0,2
660,Basavangudi,1825.0,3.0,175.0,3
661,Basavangudi,1050.0,2.0,103.0,2
662,Basavangudi,1350.0,2.0,130.0,3
663,Basavangudi,1485.0,3.0,140.0,3
664,Basavangudi,1200.0,2.0,120.0,2
665,Basavangudi,2453.0,3.0,250.0,4
666,Basaveshwara Nagar,4500.0,5.0,415.0,5
667,Basaveshwara Nagar,1865.0,3.0,145.0,3
668,Basaveshwara Nagar,1200.0,2.0,90.0,2
669,Basaveshwara Nagar,1200.0,2.0,80.0,2
670,Basaveshwara Nagar,900.0,2.0,60.0,2
671,Basaveshwara Nagar,1900.0,3.0,150.0,3
672,Basaveshwara Nagar,1200.0,2.0,85.0,2
673,Battarahalli,1779.0,3.0,89.61,3
674,Battarahalli,1945.0,3.0,97.42,3
675,Battarahalli,1880.0,3.0,94.36,3
676,Battarahalli,1636.0,2.0,82.89,2
677,Battarahalli,1779.0,3.0,90.0,3
678,Battarahalli,1516.0,3.0,65.0,3
679,Battarahalli,2082.0,3.0,104.0,3
680,Battarahalli,2024.0,3.0,103.0,3
681,Battarahalli,1097.0,2.0,49.0,2
682,Begur,1419.0,2.0,59.0,3
683,Begur,1580.0,3.0,75.0,3
684,Begur,1559.0,3.0,63.0,3
685,Begur,1475.0,2.0,74.0,3
686,Begur,1100.0,2.0,55.0,2
687,Begur,1306.0,2.0,65.0,2
688,Begur,1304.0,3.0,65.0,3
689,Begur,1411.0,2.0,60.0,3
690,Begur,815.0,2.0,40.0,2
691,Begur,1443.0,2.0,70.0,3
692,Begur Road,1200.0,2.0,44.0,2
693,Begur Road,1200.0,2.0,46.8,2
694,Begur Road,1160.0,2.0,44.0,2
695,Begur Road,1500.0,2.0,54.0,3
696,Begur Road,1615.0,3.0,59.76,3
697,Begur Road,1200.0,2.0,43.2,2
698,Begur Road,1160.0,2.0,44.08,2
699,Begur Road,1200.0,2.0,45.0,2
700,Begur Road,1615.0,3.0,60.0,3
701,Begur Road,1410.0,2.0,53.0,3
702,Begur Road,1160.0,2.0,40.59,2
703,Begur Road,1260.0,2.0,46.62,2
704,Begur Road,1600.0,3.0,58.14,3
705,Begur Road,1160.0,2.0,42.0,2
706,Begur Road,1200.0,2.0,45.0,2
707,Begur Road,1500.0,2.0,55.0,3
708,Begur Road,1410.0,2.0,52.17,3
709,Begur Road,1615.0,3.0,58.0,3
710,Begur Road,1170.0,2.0,46.0,2
711,Begur Road,1160.0,2.0,42.92,2
712,Begur Road,1410.0,2.0,52.17,3
713,Begur Road,1410.0,2.0,50.06,3
714,Begur Road,1565.0,2.0,59.76,3
715,Begur Road,1160.0,2.0,42.0,2
716,Begur Road,1400.0,2.0,50.06,3
717,Begur Road,1410.0,2.0,53.58,3
718,Begur Road,1200.0,2.0,45.0,2
719,Begur Road,1200.0,2.0,42.6,2
720,Begur Road,1160.0,2.0,42.0,2
721,Begur Road,1565.0,2.0,57.91,3
722,Begur Road,1200.0,2.0,45.6,2
723,Begur Road,1215.0,2.0,43.13,2
724,Begur Road,1200.0,2.0,44.4,2
725,Begur Road,1160.0,2.0,44.0,2
726,Begur Road,1410.0,2.0,49.34,3
727,Begur Road,1565.0,2.0,56.34,3
728,Begur Road,1565.0,2.0,56.0,3
729,Begur Road,1200.0,2.0,42.0,2
730,Begur Road,1240.0,2.0,45.88,2
731,Begur Road,1200.0,2.0,44.0,2
732,Begur Road,1100.0,2.0,42.6,2
733,Begur Road,1565.0,2.0,57.91,3
734,Begur Road,1200.0,2.0,44.4,2
735,Begur Road,3700.0,6.0,122.5,4
736,Begur Road,1215.0,2.0,43.75,2
737,Begur Road,1200.0,2.0,44.73,2
738,Begur Road,1160.0,2.0,42.0,2
739,Begur Road,1410.0,2.0,54.99,3
740,Bellandur,1767.0,3.0,103.0,3
741,Bellandur,1205.0,2.0,66.0,2
742,Bellandur,1250.0,2.0,76.0,2
743,Bellandur,1000.0,2.0,50.0,2
744,Bellandur,1281.0,2.0,74.0,2
745,Bellandur,921.0,2.0,40.0,2
746,Bellandur,2025.0,4.0,109.0,4
747,Bellandur,1398.0,3.0,68.0,3
748,Bellandur,1605.0,3.0,85.0,3
749,Bellandur,1692.0,3.0,88.0,3
750,Bellandur,1220.0,2.0,60.0,2
751,Bellandur,1299.0,2.0,82.0,2
752,Bellandur,900.0,2.0,56.0,2
753,Bellandur,1350.0,2.0,79.0,2
754,Bellandur,1286.0,2.0,57.0,2
755,Bellandur,1457.0,2.0,85.0,2
756,Bellandur,1195.0,2.0,51.0,2
757,Bellandur,1310.0,2.0,72.0,2
758,Bellandur,1051.0,2.0,60.0,2
759,Bellandur,1450.0,3.0,68.0,3
760,Bellandur,1060.0,2.0,65.0,2
761,Bellandur,1100.0,2.0,62.0,2
762,Bellandur,1685.0,3.0,100.0,3
763,Bellandur,982.0,2.0,55.0,2
764,Bellandur,1205.0,2.0,59.0,2
765,Bellandur,1063.0,2.0,58.0,2
766,Bellandur,1201.0,2.0,59.99,2
767,Bellandur,1325.0,2.0,65.0,2
768,Bellandur,2000.0,3.0,85.0,3
769,Bellandur,1200.0,2.0,52.0,2
770,Bellandur,1088.0,2.0,48.0,2
771,Bellandur,1310.0,2.0,85.0,2
772,Bellandur,1465.0,3.0,90.0,2
773,Bellandur,1767.0,3.0,109.0,3
774,Bellandur,1150.0,2.0,69.44,2
775,Bellandur,1830.0,3.0,90.0,3
776,Bellandur,1015.0,2.0,60.0,2
777,Bellandur,2500.0,4.0,112.0,3
778,Bellandur,1685.0,3.0,101.0,3
779,Bellandur,1735.0,3.0,105.0,3
780,Bellandur,1049.0,2.0,51.0,2
781,Bellandur,1350.0,2.0,63.0,3
782,Bellandur,1211.0,2.0,63.0,2
783,Bellandur,1717.0,3.0,110.0,3
784,Bellandur,1420.0,3.0,62.0,3
785,Bellandur,1200.0,2.0,62.0,2
786,Bellandur,1767.0,3.0,89.0,3
787,Bellandur,1830.0,3.0,89.0,3
788,Bellandur,2400.0,3.0,115.0,3
789,Bellandur,1665.0,3.0,85.0,3
790,Bellandur,960.0,2.0,48.0,2
791,Bellandur,850.0,2.0,45.0,2
792,Bellandur,1454.0,2.0,90.0,2
793,Bellandur,1830.0,3.0,91.86,3
794,Bellandur,1195.0,2.0,52.0,2
795,Bellandur,1830.0,3.0,89.89,3
796,Bellandur,1535.0,3.0,90.0,3
797,Benson Town,3200.0,4.0,350.0,3
798,Benson Town,4460.0,5.0,650.0,4
799,Benson Town,2850.0,4.0,470.0,3
800,Benson Town,3633.0,6.0,550.0,4
801,Benson Town,1688.12,2.0,270.0,2
802,Benson Town,1805.0,3.0,280.0,3
803,Benson Town,1688.0,2.0,280.0,2
804,Bharathi Nagar,1322.0,2.0,68.0,2
805,Bharathi Nagar,1351.0,2.0,70.0,2
806,Bharathi Nagar,1384.0,2.0,59.0,2
807,Bharathi Nagar,1432.0,2.0,68.0,2
808,Bharathi Nagar,1328.0,2.0,69.0,2
809,Bharathi Nagar,1300.0,2.0,55.86,2
810,Bhoganhalli,1670.0,3.0,99.0,3
811,Bhoganhalli,2119.0,4.0,111.0,4
812,Bhoganhalli,1718.0,3.0,90.2,3
813,Bhoganhalli,1444.0,2.0,75.97,2
814,Bhoganhalli,1447.0,2.0,75.97,2
815,Bhoganhalli,1447.0,2.0,75.97,2
816,Bhoganhalli,1610.0,3.0,84.53,3
817,Bhoganhalli,1974.0,4.0,106.0,4
818,Bhoganhalli,2171.0,4.0,111.0,4
819,Bhoganhalli,2119.0,4.0,111.0,4
820,Bhoganhalli,1447.0,2.0,75.97,2
821,Bhoganhalli,1447.0,2.0,75.97,2
822,Bhoganhalli,1395.0,2.0,70.0,3
823,Bhoganhalli,2119.0,4.0,111.0,4
824,Bhoganhalli,1458.0,3.0,78.45,3
825,Bhoganhalli,1444.0,2.0,75.97,2
826,Bhoganhalli,1205.0,2.0,64.47,2
827,Bhoganhalli,1447.0,2.0,75.97,2
828,Bhoganhalli,2119.0,4.0,111.0,4
829,Bhoganhalli,1205.0,2.0,68.32,2
830,Bhoganhalli,1260.0,2.0,69.9,2
831,Bhoganhalli,1610.0,3.0,84.53,3
832,Bhoganhalli,970.0,2.0,52.5,2
833,Bhoganhalli,1718.0,3.0,90.2,3
834,Bhoganhalli,1277.0,2.0,79.89,2
835,Bhoganhalli,2119.0,4.0,111.0,4
836,Billekahalli,1935.0,3.0,110.0,3
837,Billekahalli,1125.0,2.0,62.0,2
838,Billekahalli,1650.0,3.0,88.0,3
839,Billekahalli,1112.0,2.0,62.0,2
840,Billekahalli,2400.0,3.0,150.0,3
841,Billekahalli,950.0,2.0,58.11,2
842,Billekahalli,1125.0,2.0,65.0,2
843,Billekahalli,950.0,2.0,56.0,2
844,Binny Pete,665.0,1.0,50.75,1
845,Binny Pete,660.0,1.0,54.0,1
846,Binny Pete,1365.0,2.0,122.0,2
847,Binny Pete,1795.0,3.0,139.0,3
848,Binny Pete,1740.0,3.0,150.0,3
849,Binny Pete,1970.0,3.0,164.0,3
850,Bisuvanahalli,1180.0,3.0,48.0,3
851,Bisuvanahalli,1075.0,2.0,46.0,3
852,Bisuvanahalli,1075.0,2.0,45.0,3
853,Bisuvanahalli,845.0,2.0,33.0,2
854,Bisuvanahalli,1075.0,2.0,45.0,3
855,Bisuvanahalli,845.0,2.0,37.0,2
856,Bisuvanahalli,1075.0,2.0,47.0,3
857,Bisuvanahalli,850.0,1.0,32.0,2
858,Bisuvanahalli,1180.0,2.0,46.0,3
859,Bisuvanahalli,1075.0,2.0,42.0,3
860,Bisuvanahalli,845.0,2.0,37.0,2
861,Bisuvanahalli,1075.0,2.0,43.0,3
862,Bisuvanahalli,1075.0,2.0,41.0,3
863,Bisuvanahalli,845.0,2.0,33.0,2
864,Bisuvanahalli,845.0,2.0,30.0,2
865,Bisuvanahalli,1180.0,2.0,45.0,3
866,Bisuvanahalli,1075.0,2.0,43.0,3
867,Bisuvanahalli,1080.0,2.0,45.0,3
868,Bisuvanahalli,1075.0,2.0,47.0,3
869,Bisuvanahalli,1075.0,2.0,45.0,3
870,Bisuvanahalli,1075.0,2.0,44.0,3
871,Bisuvanahalli,1075.0,2.0,42.0,3
872,Bisuvanahalli,845.0,2.0,32.0,2
873,Bisuvanahalli,1075.0,2.0,41.49,3
874,Bisuvanahalli,845.0,2.0,34.0,2
875,Bommanahalli,3000.0,8.0,140.0,8
876,Bommanahalli,520.0,1.0,19.5,1
877,Bommanahalli,1090.0,3.0,44.0,2
878,Bommanahalli,1375.0,3.0,59.0,3
879,Bommanahalli,1250.0,3.0,55.0,3
880,Bommanahalli,2305.0,2.0,87.72,3
881,Bommanahalli,1050.0,2.0,46.0,2
882,Bommanahalli,2100.0,4.0,85.0,4
883,Bommanahalli,1307.0,2.0,50.0,2
884,Bommanahalli,1962.5,2.0,73.17,2
885,Bommanahalli,1160.0,2.0,53.0,2
886,Bommasandra,1260.0,3.0,49.36,3
887,Bommasandra,1200.0,3.0,46.0,3
888,Bommasandra,1035.0,2.0,41.0,2
889,Bommasandra,1035.0,2.0,41.73,2
890,Bommasandra,1034.0,2.0,40.0,2
891,Bommasandra,920.0,2.0,37.46,2
892,Bommasandra,1035.0,2.0,41.43,2
893,Bommasandra,1295.0,2.0,50.28,3
894,Bommasandra,1015.0,2.0,40.0,2
895,Bommasandra,955.0,2.0,35.28,2
896,Bommasandra,1005.0,2.0,39.77,2
897,Bommasandra,1020.0,2.0,40.89,2
898,Bommasandra,920.0,2.0,37.2,2
899,Bommasandra,800.0,1.0,32.0,2
900,Bommasandra,1280.0,3.0,50.0,3
901,Bommasandra,1127.0,2.0,45.0,2
902,Bommasandra,1365.0,3.0,52.81,3
903,Bommasandra,842.0,2.0,30.0,2
904,Bommasandra,1260.0,3.0,49.36,3
905,Bommasandra,1365.0,3.0,52.82,3
906,Bommasandra,955.0,2.0,37.97,2
907,Bommasandra,1089.0,2.0,40.0,2
908,Bommasandra,1365.0,3.0,53.96,3
909,Bommasandra Industrial Area,1090.0,2.0,31.48,2
910,Bommasandra Industrial Area,1320.0,2.0,38.12,3
911,Bommasandra Industrial Area,1400.0,2.0,40.44,3
912,Bommasandra Industrial Area,1320.0,2.0,38.13,3
913,Bommasandra Industrial Area,1220.0,2.0,35.23,3
914,Bommasandra Industrial Area,1020.0,2.0,29.45,2
915,Bommasandra Industrial Area,1165.0,2.0,33.64,2
916,Bommasandra Industrial Area,1090.0,2.0,31.48,2
917,Bommasandra Industrial Area,1310.0,2.0,37.83,3
918,Bommasandra Industrial Area,1000.0,2.0,28.88,2
919,Bommasandra Industrial Area,1020.0,2.0,29.45,2
920,Bommasandra Industrial Area,1160.0,2.0,33.51,2
921,Bommasandra Industrial Area,1125.0,2.0,32.49,2
922,Bommasandra Industrial Area,1220.0,2.0,35.2,3
923,Bommasandra Industrial Area,1125.0,2.0,32.49,2
924,Bommasandra Industrial Area,1130.0,2.0,32.64,2
925,Bommasandra Industrial Area,1065.0,2.0,30.75,2
926,Bommenahalli,1632.0,3.0,145.0,4
927,Bommenahalli,1670.0,3.0,135.0,4
928,Bommenahalli,1680.0,3.0,135.0,4
929,Bommenahalli,1632.0,3.0,128.0,4
930,Bommenahalli,1232.0,3.0,96.0,3
931,Bommenahalli,1632.0,3.0,140.0,4
932,Brookefield,1150.0,2.0,69.0,2
933,Brookefield,1142.0,2.0,70.0,2
934,Brookefield,1440.0,2.0,68.0,3
935,Brookefield,2169.0,4.0,115.0,3
936,Brookefield,1595.0,3.0,88.0,3
937,Brookefield,1476.0,3.0,105.0,3
938,Brookefield,1262.0,2.0,75.0,2
939,Brookefield,1139.0,2.0,80.0,2
940,Brookefield,1125.0,2.0,70.0,2
941,Brookefield,1420.0,3.0,85.0,3
942,Brookefield,3532.0,3.0,170.0,4
943,Brookefield,941.0,2.0,48.0,2
944,Brookefield,1595.0,2.0,75.0,3
945,Brookefield,1410.0,2.0,80.0,3
946,Brookefield,1100.0,2.0,55.0,2
947,Brookefield,2400.0,3.0,140.0,4
948,Brookefield,1225.0,2.0,66.5,2
949,Brookefield,1200.0,2.0,75.0,2
950,Brookefield,1130.0,2.0,56.0,2
951,Brookefield,1706.0,3.0,115.0,3
952,Brookefield,1389.0,2.0,94.0,2
953,Brookefield,1225.0,2.0,72.0,2
954,Brookefield,3675.0,4.0,176.0,4
955,Brookefield,1746.0,3.0,115.0,3
956,Brookefield,1518.0,3.0,80.0,3
957,Brookefield,1589.0,3.0,74.0,3
958,Brookefield,1382.0,2.0,84.5,2
959,Brookefield,1260.0,2.0,70.0,2
960,Budigere,1153.0,2.0,56.4,2
961,Budigere,1162.0,2.0,59.9,2
962,Budigere,1991.0,4.0,103.0,3
963,Budigere,1153.0,2.0,57.0,2
964,Budigere,1162.0,2.0,57.0,2
965,Budigere,1139.0,2.0,56.8,2
966,Budigere,1139.0,2.0,56.85,2
967,Budigere,1991.0,4.0,100.0,3
968,Budigere,664.0,1.0,35.0,1
969,Budigere,1820.0,3.0,93.0,3
970,Budigere,1636.0,3.0,85.0,3
971,Budigere,1444.0,2.0,70.0,2
972,Budigere,1139.0,2.0,60.0,2
973,Budigere,1820.0,3.0,93.0,3
974,Budigere,1162.0,2.0,58.0,2
975,Budigere,1636.0,3.0,85.0,3
976,Budigere,1087.0,2.0,54.3,2
977,Budigere,1820.0,3.0,89.0,3
978,Budigere,1153.0,2.0,56.7,2
979,Budigere,1139.0,2.0,56.5,2
980,Budigere,1636.0,3.0,83.0,3
981,Budigere,664.0,1.0,34.0,1
982,Budigere,1162.0,2.0,58.0,2
983,Budigere,1153.0,2.0,60.0,2
984,Budigere,1820.0,3.0,95.0,3
985,Budigere,1991.0,4.0,100.0,3
986,Budigere,1820.0,3.0,95.5,3
987,Budigere,1153.0,2.0,56.0,2
988,Budigere,1153.0,2.0,56.5,2
989,Budigere,1153.0,2.0,58.0,2
990,Budigere,1153.0,2.0,56.55,2
991,Budigere,1153.0,2.0,56.5,2
992,Budigere,1153.0,2.0,60.0,2
993,CV Raman Nagar,1120.0,2.0,55.0,2
994,CV Raman Nagar,1070.0,2.0,55.0,2
995,CV Raman Nagar,740.0,2.0,37.0,2
996,CV Raman Nagar,1028.0,2.0,49.0,2
997,CV Raman Nagar,1070.0,2.0,47.5,2
998,CV Raman Nagar,1025.0,2.0,50.0,2
999,CV Raman Nagar,1525.0,2.0,67.0,3
1000,CV Raman Nagar,1198.0,2.0,60.0,2
1001,CV Raman Nagar,1560.0,2.0,85.0,2
1002,CV Raman Nagar,1590.0,2.0,85.0,3
1003,CV Raman Nagar,1100.0,2.0,58.0,2
1004,CV Raman Nagar,1051.0,2.0,61.0,2
1005,CV Raman Nagar,1020.0,2.0,55.0,2
1006,CV Raman Nagar,1285.0,2.0,65.0,2
1007,CV Raman Nagar,1040.0,2.0,50.0,2
1008,CV Raman Nagar,1400.0,2.0,78.0,3
1009,CV Raman Nagar,1400.0,2.0,78.0,3
1010,CV Raman Nagar,1480.0,3.0,65.0,3
1011,CV Raman Nagar,1310.0,2.0,62.0,2
1012,Chamrajpet,1475.0,2.0,120.0,3
1013,Chamrajpet,1900.0,2.0,170.0,4
1014,Chamrajpet,1350.0,2.0,180.0,2
1015,Chamrajpet,1660.4,4.0,211.0,4
1016,Chamrajpet,1565.0,3.0,98.91,3
1017,Chamrajpet,730.0,1.0,52.0,2
1018,Chamrajpet,650.0,1.0,40.0,2
1019,Chamrajpet,650.0,2.0,45.0,2
1020,Chamrajpet,1650.0,3.0,115.0,3
1021,Chandapura,650.0,1.0,17.0,2
1022,Chandapura,645.0,1.0,16.45,1
1023,Chandapura,645.0,1.0,16.45,1
1024,Chandapura,800.0,1.0,20.0,2
1025,Chandapura,1015.0,2.0,25.88,2
1026,Chandapura,1190.0,2.0,30.35,3
1027,Chandapura,1200.0,2.0,32.0,2
1028,Chandapura,1025.0,2.0,27.68,2
1029,Chandapura,1015.0,2.0,25.88,2
1030,Chandapura,1305.0,3.0,33.28,3
1031,Chandapura,850.0,2.0,25.4,2
1032,Chandapura,645.0,1.0,16.45,1
1033,Chandapura,1185.0,2.0,30.22,3
1034,Chandapura,1015.0,2.0,25.88,2
1035,Chandapura,520.0,1.0,14.04,1
1036,Chandapura,1200.0,1.0,36.0,2
1037,Chandapura,975.0,2.0,24.86,2
1038,Chandapura,645.0,1.0,16.45,1
1039,Chandapura,985.0,2.0,25.12,2
1040,Chandapura,645.0,1.0,16.45,1
1041,Chandapura,975.0,2.0,24.86,2
1042,Chandapura,700.0,1.0,19.0,2
1043,Chandapura,1190.0,2.0,30.35,3
1044,Chandapura,1095.0,2.0,32.0,3
1045,Chandapura,2782.0,2.0,66.165,4
1046,Chandapura,645.0,1.0,16.45,1
1047,Chandapura,1505.0,2.0,42.0,3
1048,Chandapura,645.0,1.0,16.45,1
1049,Chandapura,1025.0,2.0,27.68,2
1050,Chandapura,975.0,2.0,24.86,2
1051,Chandapura,645.0,1.0,16.45,1
1052,Chandapura,1230.0,2.0,31.37,3
1053,Chandapura,950.0,2.0,25.65,2
1054,Chandapura,1200.0,2.0,36.0,2
1055,Chandapura,645.0,1.0,16.45,1
1056,Chandapura,1110.0,2.0,29.97,3
1057,Chandapura,674.0,1.0,19.9,2
1058,Chandapura,1225.0,3.0,33.08,3
1059,Chandapura,1305.0,3.0,33.28,3
1060,Chandapura,1230.0,2.0,31.37,3
1061,Chandapura,1110.0,2.0,29.97,3
1062,Chandapura,985.0,2.0,25.12,2
1063,Chandapura,750.0,1.0,18.5,2
1064,Chandapura,1025.0,2.0,27.68,2
1065,Chandapura,1190.0,2.0,30.35,3
1066,Chandapura,1015.0,2.0,25.88,2
1067,Chandapura,1345.0,2.0,39.5,3
1068,Chandapura,1033.0,2.0,30.47,3
1069,Chandapura,1015.0,2.0,25.88,2
1070,Chandapura,1185.0,2.0,30.22,3
1071,Chandapura,975.0,2.0,24.86,2
1072,Chandapura,520.0,1.0,14.04,1
1073,Chandapura,1230.0,2.0,31.37,3
1074,Chandapura,1305.0,3.0,33.28,3
1075,Chandapura,410.0,1.0,10.0,1
1076,Chandapura,985.0,2.0,25.12,2
1077,Chandapura,645.0,1.0,16.45,1
1078,Chandapura,645.0,1.0,16.45,1
1079,Chandapura,1200.0,2.0,36.0,2
1080,Chandapura,740.0,1.0,22.0,2
1081,Chandapura,1095.0,2.0,28.0,3
1082,Chandapura,520.0,1.0,14.04,1
1083,Channasandra,1340.0,2.0,48.33,3
1084,Channasandra,1009.0,2.0,38.34,2
1085,Channasandra,1065.0,2.0,35.0,2
1086,Channasandra,1030.0,2.0,34.5,2
1087,Channasandra,4200.0,6.0,180.0,6
1088,Channasandra,1115.0,2.0,40.0,2
1089,Channasandra,1104.0,2.0,35.5,2
1090,Channasandra,1160.0,2.0,55.0,2
1091,Channasandra,1050.0,2.0,41.0,2
1092,Channasandra,1065.0,2.0,40.47,2
1093,Channasandra,1310.0,2.0,45.0,3
1094,Channasandra,1070.0,2.0,38.0,2
1095,Channasandra,1050.0,2.0,35.0,2
1096,Channasandra,1093.0,2.0,34.0,2
1097,Channasandra,1010.0,2.0,36.0,2
1098,Channasandra,1123.0,2.0,36.0,2
1099,Channasandra,1000.0,2.0,35.0,2
1100,Channasandra,1330.0,2.0,51.83,3
1101,Channasandra,1093.0,2.0,37.0,2
1102,Channasandra,1115.0,2.0,35.8,2
1103,Channasandra,1500.0,3.0,61.95,3
1104,Channasandra,1800.0,3.0,60.0,3
1105,Channasandra,830.0,2.0,36.28,2
